pincode,locality,district,state,lat,lng,office_count
743701,Belta,24 Paraganas North,West Bengal,23.035172,88.746994,5
743702,Balisa Chowmatha,24 Paraganas North,West Bengal,22.637645,88.596159,4
743704,Prithiba,24 Paraganas North,West Bengal,22.799060,88.621427,2
743710,Akaipur,24 Paraganas North,West Bengal,23.126882,88.711660,4
743711,Beraberi,24 Paraganas North,West Bengal,22.877517,88.543201,6
744101,Port Blair,South Andamans,Andaman And Nicobar Islands,11.665833,92.741111,3
744102,Herbertabad,South Andamans,Andaman And Nicobar Islands,11.665833,92.741111,5
744103,Brijgunj,South Andamans,Andaman And Nicobar Islands,11.810556,92.785556,11
744104,Neil Island,South Andamans,Andaman And Nicobar Islands,11.665833,92.741111,3
744105,Beodnabad,South Andamans,Andaman And Nicobar Islands,11.665833,92.741111,7
744106,Shadipur,South Andamans,Andaman And Nicobar Islands,11.665833,92.741111,1
744107,Stewertgunj,South Andamans,Andaman And Nicobar Islands,11.700000,92.720000,2
744112,Chakargoan,South Andamans,Andaman And Nicobar Islands,11.370000,92.430000,1
744201,Nimbudera,North And Middle Andaman,Andaman And Nicobar Islands,11.665833,92.741111,4
744202,Aerial Bay,North And Middle Andaman,Andaman And Nicobar Islands,11.665833,92.741111,12
744203,Long Island,North And Middle Andaman,Andaman And Nicobar Islands,11.665833,92.741111,1
744204,Mohanpur,North And Middle Andaman,Andaman And Nicobar Islands,12.941806,92.884306,6
744205,Bakultala,North And Middle Andaman,Andaman And Nicobar Islands,12.505556,92.909444,7
744206,Beachdera,South Andamans,Andaman And Nicobar Islands,11.440000,92.420000,10
744207,Netajinagar,South Andamans,Andaman And Nicobar Islands,10.591389,92.538333,4
744209,Uttara,North And Middle Andaman,Andaman And Nicobar Islands,12.380685,92.802739,2
744210,Kanchangarh,North And Middle Andaman,Andaman And Nicobar Islands,11.665833,92.741111,3
744211,Havelock Bazar,South Andamans,Andaman And Nicobar Islands,11.717917,92.810556,5
744301,Kakana,Nicobars,Andaman And Nicobar Islands,11.665833,92.741111,5
744302,Gandhinagar,Nicobars,Andaman And Nicobar Islands,11.665833,92.741111,6
744303,Champin,Nicobars,Andaman And Nicobar Islands,8.096867,93.517562,5
744304,Mildera,Nicobars,Andaman And Nicobar Islands,11.665833,92.741111,3
751001,Bhubaneswar,Khordha,Odisha,20.270958,85.831360,4
751002,Bankual,Khordha,Odisha,20.228539,85.837002,13
751003,Andharua,Khordha,Odisha,20.280306,85.773081,6
751004,Utkal University,Khordha,Odisha,20.299694,85.838528,1
751005,Sainik School,Khordha,Odisha,20.186694,85.621750,1
751006,Budheswari Colony,Khordha,Odisha,20.259167,85.846000,3
751007,Saheed Nagar,Khordha,Odisha,20.290795,85.848333,3
751008,Rajbhawan,Khordha,Odisha,20.270200,85.817878,1
751009,Ashok Nagar,Khordha,Odisha,20.255408,85.828786,3
751010,Rasulgarh,Khordha,Odisha,21.302500,85.856056,1
751011,C R P Lines,Khordha,Odisha,20.285833,85.804028,1
751012,Nayapalli,Khordha,Odisha,20.277278,85.818167,1
751013,Regional Research Laboratory,Khordha,Odisha,20.300000,85.830556,1
751014,B J B Nagar,Khordha,Odisha,20.252917,85.840764,2
751015,I R C Village,Khordha,Odisha,20.292333,85.808389,1
751016,Chandra Sekhar Pur,Khordha,Odisha,20.328861,85.820222,1
751017,Mancheswar,Khordha,Odisha,20.319848,85.835801,4
751018,Badagarh Brit Colony,Khordha,Odisha,21.249194,85.853778,1
751019,Aiginia,Khordha,Odisha,20.233017,85.779717,7
751020,Aerodrome Area,Khordha,Odisha,20.238158,85.806855,3
751021,Sailashree Vihar,Khordha,Odisha,20.334167,85.809167,1
751022,Acharya Vihar,Khordha,Odisha,20.292917,85.833426,3
751023,S.E Rly.Proj. Complex,Khordha,Odisha,20.318389,85.813444,1
751024,Kalarahanga,Khordha,Odisha,20.346950,85.832285,2
751025,G.G.P.Colony,Khordha,Odisha,20.186694,85.621750,1
751026,N.M.D Parcel Centre Bhubaneswar,Khordha,Odisha,20.279727,85.852402,1
751027,International Business Centre,Khordha,Odisha,20.272465,85.833888,1
751028,Tamando,Khordha,Odisha,20.238600,85.745500,1
751029,Mahalaxmivihar,Khordha,Odisha,20.290800,85.777200,1
751030,Khandagiri,Khordha,Odisha,20.262477,85.782045,1
751031,Patia,Khordha,Odisha,20.273626,85.834157,1
751032,PAHAL,Khordha,Odisha,20.347400,85.886400,1
751033,BARAMUNDA NDC,Khordha,Odisha,20.276600,85.795400,1
751034,RASULGARH NDC,Khordha,Odisha,20.302500,85.855900,1
752001,Puri,Puri,Odisha,19.803403,85.827978,13
752002,Badagaon,Puri,Odisha,19.832994,85.835163,19
752003,Srivihar,Puri,Odisha,19.812854,85.831096,1
752004,Baliguali,Puri,Odisha,19.834400,85.871000,1
752010,Arakhakuda,Puri,Odisha,19.711716,85.549154,8
752011,Ambapada,Puri,Odisha,19.829490,85.645028,18
752012,Alasana,Puri,Odisha,19.896107,85.809207,13
752013,Ghanapana,Puri,Odisha,19.836306,85.735589,6
752014,Alagum,Puri,Odisha,19.945593,85.816038,16
752015,Ghoradia,Puri,Odisha,20.067732,85.705952,9
752016,Abhayamukhi Ramachandrapur,Puri,Odisha,19.995967,85.757754,13
752017,Alibada,Puri,Odisha,19.954429,85.638467,16
752018,Brajamohanpur,Khordha,Odisha,20.054950,85.583465,6
752019,Baku,Puri,Odisha,19.983940,85.568637,10
752020,Birakesharpur,Khordha,Odisha,20.048902,85.519275,11
752021,Abhimanpur,Khordha,Odisha,19.957173,85.472088,9
752022,Jaripada,Khordha,Odisha,19.891927,85.403034,2
752023,Badapari,Khordha,Odisha,19.918654,85.372539,6
752024,B M S Nivas,Nayagarh,Odisha,19.943107,85.400647,5
752025,Badabaramul,Nayagarh,Odisha,20.025443,85.329427,9
752026,Balabhadrapur,Nayagarh,Odisha,20.103986,85.391520,14
752027,Baradihi,Khordha,Odisha,19.863023,85.352387,5
752030,Ankulachati,Khordha,Odisha,19.747967,85.218359,14
752031,Antarkiari,Khordha,Odisha,19.789867,85.155554,16
752032,Badajhad,Puri,Odisha,19.634382,85.316005,2
752034,Baradiharikunda,Khordha,Odisha,19.825480,85.291452,9
752035,Ayatapur,Khordha,Odisha,19.849205,85.195905,7
752037,Navalbasechilika,Khordha,Odisha,19.686280,85.187142,1
752038,Botalama,Khordha,Odisha,20.083916,85.420458,6
752045,Balaramapurgarh,Puri,Odisha,19.963729,85.915483,9
752046,Balapur,Puri,Odisha,19.981777,85.827534,8
752050,Arugul,Khordha,Odisha,20.159311,85.710103,18
752054,Angarpada,Khordha,Odisha,20.247942,85.717837,12
752055,Khurda,Khordha,Odisha,20.186667,85.621852,1
752056,Bangida,Khordha,Odisha,20.157228,85.597390,11
752057,Bagheitangi,Khordha,Odisha,20.195400,85.590337,15
752060,Anda,Khordha,Odisha,20.095051,85.627077,5
752061,Badaberena,Khordha,Odisha,20.248172,85.492264,12
752062,Barikilo,Khordha,Odisha,20.203657,85.455941,10
752063,Badasahara,Nayagarh,Odisha,20.297525,85.299212,17
752064,Arikama,Khordha,Odisha,20.206747,85.384403,7
752065,Badakumari,Nayagarh,Odisha,20.155805,85.325862,6
752066,Arakhapalli,Khordha,Odisha,20.189226,85.278273,15
752068,Badpandusar,Nayagarh,Odisha,20.164152,85.169110,9
752069,Nayagarh,Nayagarh,Odisha,20.129170,85.097533,3
752070,Balugaon,Nayagarh,Odisha,20.104493,85.102302,14
752077,Baigania,Nayagarh,Odisha,20.275577,85.197207,18
752078,Badabanpur,Nayagarh,Odisha,20.127194,85.109111,5
752079,Darpanarayanpur,Nayagarh,Odisha,20.104145,85.168361,12
752080,Barasahi,Nayagarh,Odisha,20.028475,85.084378,8
752081,Banthapur,Nayagarh,Odisha,20.017884,84.980742,10
752082,Beruanbadi,Nayagarh,Odisha,20.081254,84.923682,5
752083,Dimiripali,Nayagarh,Odisha,20.215940,84.963453,8
752084,Badasilinga,Nayagarh,Odisha,20.380195,84.788235,8
752085,Balaramaprasad,Nayagarh,Odisha,20.398824,85.043646,10
752089,Chadeyapalli,Nayagarh,Odisha,20.306726,84.636430,8
752090,Dandor,Nayagarh,Odisha,20.018348,84.919076,7
752091,Bhogabadi,Nayagarh,Odisha,20.299958,84.863170,8
752092,Baulasahi,Nayagarh,Odisha,20.037995,85.161561,5
752093,Adakata,Nayagarh,Odisha,20.400600,84.921100,8
752094,Badagotha,Nayagarh,Odisha,20.163090,85.019305,7
752100,Bhainchua,Khordha,Odisha,20.214337,85.908385,10
752101,Benupur,Khordha,Odisha,20.299579,85.897084,5
752102,Athantar,Khordha,Odisha,20.199486,85.960745,15
752103,Abhayamukhi,Khordha,Odisha,20.176389,86.006006,9
752104,Bantalsingh,Puri,Odisha,20.115280,85.827734,17
752105,Bakugram,Puri,Odisha,20.021693,85.882537,14
752106,Alipingala,Puri,Odisha,20.065133,86.008233,15
752107,Baulanga,Puri,Odisha,20.018118,86.142286,6
752108,Bhandisahi,Puri,Odisha,20.005438,86.195011,8
752109,Alasahi,Puri,Odisha,19.971593,86.268012,10
752110,Alichar,Puri,Odisha,19.951838,86.020565,12
752111,Balidokan,Puri,Odisha,19.905929,86.099271,10
752113,Bhodar,Puri,Odisha,20.062207,86.081750,5
752114,Bhanpur,Puri,Odisha,20.094531,85.933954,13
752115,Bhatpatna,Khordha,Odisha,20.164873,85.679443,1
752116,Erbong,Puri,Odisha,19.954963,86.079984,4
752118,Jaleswarpada,Puri,Odisha,19.951295,86.187746,4
752119,Derunia,Puri,Odisha,20.014704,86.245985,5
752120,AMARESWAR,Puri,Odisha,20.135680,86.060360,3
752121,Badaninigaon,Puri,Odisha,19.986564,85.954535,6
753001,Cuttack,Cuttack,Odisha,20.470867,85.875348,11
753002,Chandinchowk,Cuttack,Odisha,20.466792,85.858152,7
753003,Chhatra Bazar,Cuttack,Odisha,20.465731,85.896464,7
753004,O M P,Cuttack,Odisha,20.457294,85.908999,3
753006,C R R I,Cuttack,Odisha,20.449802,85.932493,1
753007,Medical College,Cuttack,Odisha,20.471849,85.876372,2
753008,Khatbin Sahi,Cuttack,Odisha,20.479315,85.858946,5
753009,Rajabagicha,Cuttack,Odisha,20.459595,85.872348,2
753010,Industrial Estate,Cuttack,Odisha,20.443773,85.901050,4
753011,Bhanpur,Cuttack,Odisha,20.412941,85.896511,7
753012,A D Market,Cuttack,Odisha,20.448971,85.890245,2
753013,Kalyani Nagar,Cuttack,Odisha,20.451893,85.900919,2
753014,Bidanasi,Cuttack,Odisha,20.480226,85.835719,2
753015,"Sector ll CDA, Cuttack",Cuttack,Odisha,20.478237,85.819572,1
753016,NDC Cuttack,Cuttack,Odisha,20.450100,85.893900,1
754001,Banguary,Cuttack,Odisha,20.345665,85.891463,9
754002,Kantapada,Cuttack,Odisha,20.278966,85.968402,3
754003,Bramhanda,Cuttack,Odisha,20.324328,85.984137,5
754004,B B Garh,Cuttack,Odisha,20.135680,86.081238,13
754005,B G P Pur,Khordha,Odisha,20.393837,85.831236,8
754006,Banra,Cuttack,Odisha,20.445629,85.762320,4
754007,Dulhanpur,Cuttack,Odisha,20.386214,85.608317,8
754008,B Harirajpur,Cuttack,Odisha,20.356448,85.523650,14
754009,Annuary,Cuttack,Odisha,20.323043,85.402659,11
754010,Anlo,Cuttack,Odisha,20.232258,86.014862,3
754011,Adaspur,Cuttack,Odisha,20.212731,86.015182,1
754012,Bhola,Khordha,Odisha,20.338400,85.742116,1
754013,CISF Mundali,Cuttack,Odisha,20.441879,85.753925,1
754018,Badamulei,Cuttack,Odisha,20.275579,86.028445,5
754021,NIMPUR,Cuttack,Odisha,20.495534,85.918421,2
754022,Bainchuan,Cuttack,Odisha,20.620982,85.950600,9
754023,BAJAPURA,Jajapur,Odisha,20.604932,86.082724,7
754024,Bantala,Jajapur,Odisha,20.663357,86.088199,4
754025,Birol,Cuttack,Odisha,20.531111,85.951885,7
754026,Daulatabad,Cuttack,Odisha,20.466194,85.858556,1
754027,Dhurusia,Cuttack,Odisha,20.503658,85.803684,5
754028,Agrahat,Cuttack,Odisha,20.569994,85.879201,10
754029,Athagarh,Cuttack,Odisha,21.807604,85.923832,2
754030,Achalkote,Cuttack,Odisha,20.447617,85.515542,10
754031,Badakambilo,Cuttack,Odisha,20.403350,85.343694,21
754032,Alara,Cuttack,Odisha,20.480871,85.078620,16
754034,Maniabandha,Cuttack,Odisha,20.434000,85.428842,1
754035,Abhimanpur,Cuttack,Odisha,20.441500,85.459250,3
754037,Adheigundi,Cuttack,Odisha,20.412514,85.181128,11
754071,Kapaleswar,Cuttack,Odisha,20.466194,85.858556,1
754082,BARUNIA,Jajapur,Odisha,20.682560,86.013762,4
754100,Fakirpada,Cuttack,Odisha,20.413520,85.987203,6
754102,Adhangagarh,Jagatsinghapur,Odisha,20.303772,86.091259,8
754103,Jagatsinghpur,Jagatsinghapur,Odisha,20.248881,86.183147,2
754104,Dedhasurdeuli,Jagatsinghapur,Odisha,20.284965,86.237360,9
754105,Eranch,Cuttack,Odisha,20.232229,86.058896,5
754106,Baijanga,Jagatsinghapur,Odisha,20.227607,86.243466,14
754107,Chanarpur,Jagatsinghapur,Odisha,20.152614,86.212045,6
754108,Alabol,Jagatsinghapur,Odisha,20.163885,86.277379,12
754109,Ashrampatana,Jagatsinghapur,Odisha,20.159251,86.162900,5
754110,Garhbisunpur,Jagatsinghapur,Odisha,20.142961,86.385308,9
754111,Hajipur,Jagatsinghapur,Odisha,20.343377,86.043293,7
754112,Dadhibabanpur,Cuttack,Odisha,20.410897,85.940257,6
754113,Angeswarpada,Jagatsinghapur,Odisha,20.125697,86.193607,11
754114,B.Jankoti,Jagatsinghapur,Odisha,20.273030,86.111558,9
754119,Adhanga,Jagatsinghapur,Odisha,20.065561,86.327392,11
754120,Atharbanki Rly Colony,Jagatsinghapur,Odisha,20.252861,86.177194,1
754130,ALANDO,Cuttack,Odisha,20.385900,86.066484,8
754131,AYATPUR,Cuttack,Odisha,20.426302,86.100505,8
754132,Adheikul,Cuttack,Odisha,20.308279,86.177194,9
754133,Jaipur,Jagatsinghapur,Odisha,20.347320,86.231482,4
754134,Babujang,Cuttack,Odisha,20.393103,86.283900,17
754135,Bishanpur,Jagatsinghapur,Odisha,22.302021,75.820348,3
754136,Begunia,Jagatsinghapur,Odisha,20.276971,86.281975,9
754137,Dainlo,Jagatsinghapur,Odisha,20.330057,86.325717,6
754138,Arodei,Jagatsinghapur,Odisha,20.214172,86.347569,16
754139,Ambiki,Jagatsinghapur,Odisha,20.206308,86.431478,7
754140,Anolipatna,Jagatsinghapur,Odisha,20.281461,86.437726,12
754141,Balia,Jagatsinghapur,Odisha,20.315644,86.523537,20
754142,Barakolikhala,Kendrapara,Odisha,20.267957,86.659000,3
754143,Sector 21,Jagatsinghapur,Odisha,20.252861,86.177194,1
754145,Ppl Township,Jagatsinghapur,Odisha,20.268900,86.649211,1
754153,Bamara Cuttack,Kendrapara,Odisha,20.387695,86.367202,6
754160,Dagrpada,Jagatsinghapur,Odisha,20.312358,86.386885,6
754162,Amberi,Kendrapara,Odisha,20.348952,86.390712,8
754200,Bhairapur,Cuttack,Odisha,20.495505,86.030002,11
754201,Bhimrajpur,Cuttack,Odisha,20.545842,86.084189,10
754202,BODAMUNDAI,Cuttack,Odisha,20.488695,86.119559,9
754203,GOPINATHPUR,Cuttack,Odisha,20.452642,86.138853,3
754204,BASUDEVPUR,Cuttack,Odisha,20.603330,86.170788,11
754205,Achyut Basant,Jajapur,Odisha,20.611745,86.242823,8
754206,CHAMPATIPUR,Cuttack,Odisha,20.560364,86.228064,5
754207,BODHANGA,Cuttack,Odisha,20.514350,86.223050,15
754208,Baghilo Bamanpur,Kendrapara,Odisha,20.511031,86.314141,8
754209,AGYANPUR,Cuttack,Odisha,20.460548,86.253320,10
754210,Chanchol,Kendrapara,Odisha,20.453788,86.322900,9
754211,Kendrapara,Kendrapara,Odisha,20.517550,86.387600,4
754212,Alailo,Kendrapara,Odisha,20.472882,86.491686,15
754213,Ashram Balikuda,Kendrapara,Odisha,20.418499,86.505787,12
754214,Alapua,Kendrapara,Odisha,20.620841,86.365639,15
754215,Ainipara,Kendrapara,Odisha,20.591102,86.562083,19
754216,Gunupur,Kendrapara,Odisha,20.509269,86.560220,4
754217,Badapalli,Kendrapara,Odisha,20.558142,86.648184,12
754218,Amrutamanohi,Kendrapara,Odisha,20.623656,86.520906,6
754219,Balakati,Kendrapara,Odisha,20.660927,86.636383,7
754220,Achyutpur,Kendrapara,Odisha,20.715854,86.714805,16
754221,BADAGOTHA,Cuttack,Odisha,20.534070,86.161044,9
754222,Basupur,Kendrapara,Odisha,20.575778,86.466914,6
754223,Aitipur,Kendrapara,Odisha,20.476915,86.363311,11
754224,Balia,Kendrapara,Odisha,20.420160,86.615651,18
754225,Badanaukana,Kendrapara,Odisha,20.595782,86.793498,11
754227,Bahmanda,Kendrapara,Odisha,20.730830,86.647733,7
754228,Akhua Dakhini,Kendrapara,Odisha,20.409710,86.407754,3
754231,Areikana,Kendrapara,Odisha,20.642731,86.698230,4
754239,Kalaspur,Kendrapara,Odisha,20.676458,86.585739,3
754240,Andara,Kendrapara,Odisha,20.564340,86.195279,4
754244,Bachharai,Kendrapara,Odisha,20.432893,86.431442,6
754245,Babar,Kendrapara,Odisha,20.487055,86.647712,4
754246,Bandhapatna,Kendrapara,Odisha,20.620435,86.696771,6
754248,Dangamal,Kendrapara,Odisha,20.745830,86.861825,9
754250,Alati Bharatpur,Kendrapara,Odisha,20.528889,86.383770,15
754253,Mandia,Kendrapara,Odisha,20.250000,85.200000,3
754289,Balia Bibhutipara,Kendrapara,Odisha,20.550459,86.295898,6
754290,Bhera,Cuttack,Odisha,20.684490,86.296779,4
754292,Benipur,Kendrapara,Odisha,20.648497,86.292513,6
754293,Bhagabanpur,Cuttack,Odisha,20.429805,86.175422,4
754294,Alipingal,Jagatsinghapur,Odisha,20.225335,86.176147,11
754295,Arakhapatna,Cuttack,Odisha,20.505518,85.659312,27
754296,Arakhpur,Jajapur,Odisha,20.661288,86.144548,6
754297,Khuntuni,Cuttack,Odisha,20.562803,85.727929,1
754298,KALARABANKA,Cuttack,Odisha,20.372400,86.135100,1
755001,Jajpur,Jajapur,Odisha,20.852333,86.326083,4
755003,Balibili,Jajapur,Odisha,20.686780,86.350321,10
755004,Angalo,Jajapur,Odisha,20.714723,86.433634,9
755005,Abhimanyu Balia,Jajapur,Odisha,20.725122,86.255728,13
755006,Dehurianandapur,Bhadrak,Odisha,20.836397,86.443957,10
755007,Aranga Purusottampur,Jajapur,Odisha,20.854636,86.312354,12
755008,Areikana,Jajapur,Odisha,20.766470,86.189984,14
755009,Badabanta,Jajapur,Odisha,20.804209,86.227778,10
755010,Anikana,Jajapur,Odisha,20.658461,86.376610,3
755011,Dhanipur,Jajapur,Odisha,20.805999,86.544232,11
755012,Bachhalo,Jajapur,Odisha,20.701714,86.452962,8
755013,Alakundanuagaon,Jajapur,Odisha,20.766934,86.485233,9
755014,Bamdevpur,Jajapur,Odisha,20.820118,86.417251,8
755015,Badabiruan,Jajapur,Odisha,20.884854,86.136935,6
755016,Abdalpur,Kendrapara,Odisha,20.722063,86.549116,11
755017,Bainsiria,Jajapur,Odisha,20.772501,86.305350,9
755018,Amploba,Jajapur,Odisha,20.965440,85.915250,11
755019,Andhari,Jajapur,Odisha,21.018713,86.122139,22
755020,Ferro Chrome Project,Jajapur,Odisha,20.852333,86.329333,1
755022,Dhaneswar,Jajapur,Odisha,21.008518,86.174282,6
755023,Antia,Jajapur,Odisha,20.850535,86.047584,13
755024,Aruha,Jajapur,Odisha,20.742471,86.128279,4
755025,Dulakhapatna,Jajapur,Odisha,20.999550,86.226647,7
755026,Duburi,Jajapur,Odisha,20.973422,86.019443,14
755027,Baniapal,Jajapur,Odisha,20.748513,86.369276,8
755028,Chingudipal,Jajapur,Odisha,21.033803,85.751569,5
755036,Ardaulia,Jajapur,Odisha,20.855676,86.526972,8
755043,Beruda,Jajapur,Odisha,20.861321,86.245337,9
755044,Darpanigarh,Jajapur,Odisha,20.714424,86.069097,3
755049,Khadianga,Jajapur,Odisha,20.677425,86.207495,3
755050,Jaraka,Jajapur,Odisha,20.775833,86.155278,1
755051,Adampur,Jajapur,Odisha,20.849457,86.180487,7
755061,Aragal,Kendrapara,Odisha,20.660033,86.479483,6
755062,Bandhamunda,Jajapur,Odisha,20.805770,86.357162,9
756001,Balasore,Baleshwar,Odisha,21.499263,86.928469,10
756002,Manikula,Baleshwar,Odisha,21.477500,86.951653,7
756003,Badasindhia,Baleshwar,Odisha,21.512438,86.935000,15
756019,Armala,Baleshwar,Odisha,21.529687,86.870932,12
756020,Begunia,Baleshwar,Odisha,21.569650,86.783620,16
756021,Bankeswar,Baleshwar,Odisha,21.403549,86.908034,7
756022,Barada,Baleshwar,Odisha,21.682273,87.130822,6
756023,Baliapal Katisahi,Baleshwar,Odisha,21.670413,87.227932,14
756024,Badakuruda,Baleshwar,Odisha,21.584950,87.191952,11
756025,Balaramgadi,Baleshwar,Odisha,21.460326,86.991084,6
756026,Asti,Baleshwar,Odisha,21.666416,87.280941,12
756027,Alumeda,Baleshwar,Odisha,21.531265,86.996377,17
756028,Anko,Mayurbhanj,Odisha,21.626982,87.026627,8
756029,Baharda Bazar,Baleshwar,Odisha,21.643042,87.076573,18
756030,Chasipada,Baleshwar,Odisha,21.745182,87.138717,9
756032,Jaleswar,Baleshwar,Odisha,21.797278,87.227156,2
756033,Ashabandha,Baleshwar,Odisha,21.891510,87.180147,15
756034,Ambadiha,Baleshwar,Odisha,21.748320,87.298494,10
756035,Baharda,Baleshwar,Odisha,21.734748,87.381418,21
756036,Alalbindha,Baleshwar,Odisha,21.669882,87.411327,20
756037,Ausha,Baleshwar,Odisha,21.610479,87.404127,8
756038,Adangapantei,Baleshwar,Odisha,21.659358,87.353997,9
756039,Barbatia Bazar,Baleshwar,Odisha,21.653915,87.434503,3
756040,Dhobasila,Baleshwar,Odisha,21.466677,86.759148,9
756041,Garadihi,Baleshwar,Odisha,21.499813,86.710395,11
756042,Bidubazar,Baleshwar,Odisha,21.328533,86.749058,9
756043,Alasuan,Baleshwar,Odisha,21.387952,86.798982,12
756044,Aruhabad,Baleshwar,Odisha,21.287177,86.847747,12
756045,Angula,Baleshwar,Odisha,21.302299,86.669532,24
756046,Balanga,Bhadrak,Odisha,21.206992,86.787302,13
756047,Achutipur,Baleshwar,Odisha,21.275633,86.575980,13
756048,Arjunpur,Baleshwar,Odisha,21.299916,86.467653,8
756049,Aghirapada,Baleshwar,Odisha,21.308445,86.522540,6
756051,Bishnupur,Baleshwar,Odisha,21.248353,86.825995,3
756055,Ghasua,Baleshwar,Odisha,21.238966,86.687573,4
756056,BASANTAPUR,Baleshwar,Odisha,21.482253,86.898132,5
756058,Arabandha,Baleshwar,Odisha,21.531525,86.646331,8
756059,Guapal,Baleshwar,Odisha,21.302429,86.436116,6
756060,Bahala,Baleshwar,Odisha,21.418707,86.853892,4
756079,Aruhabruti,Baleshwar,Odisha,21.691388,87.324610,7
756080,Badhan,Baleshwar,Odisha,21.623958,87.142278,7
756081,Baliapati,Baleshwar,Odisha,21.668819,87.172888,10
756083,Badas,Baleshwar,Odisha,21.583001,87.274928,12
756084,Netua,Baleshwar,Odisha,21.796550,87.285672,3
756085,Bajitpur,Baleshwar,Odisha,21.632870,87.435363,3
756086,Bartana,Baleshwar,Odisha,21.759318,87.220000,11
756087,Alalpur,Baleshwar,Odisha,21.818107,87.218952,9
756088,Chormara,Baleshwar,Odisha,,,1
756089,VYASAVIHAR,Baleshwar,Odisha,21.544055,86.815175,1
756100,Bhadrak,Bhadrak,Odisha,21.061667,86.502500,11
756101,Amroli,Bhadrak,Odisha,21.097268,86.509220,9
756111,Balanta,Baleshwar,Odisha,21.133017,86.546840,8
756112,Andheipalli,Bhadrak,Odisha,21.000617,86.415210,14
756113,Alauti,Bhadrak,Odisha,21.117623,86.433292,6
756114,Adalpanka,Bhadrak,Odisha,21.105915,86.350150,15
756115,Anijo,Baleshwar,Odisha,21.216355,86.420558,9
756116,Anandabazar,Bhadrak,Odisha,20.986592,86.527193,15
756117,Angeipal,Bhadrak,Odisha,20.897335,86.446757,15
756118,Ambiligaon,Bhadrak,Odisha,20.921207,86.506492,4
756119,Bamkura,Bhadrak,Odisha,20.885016,86.562551,14
756120,Malada,Bhadrak,Odisha,20.921305,86.369639,4
756121,Babalpur,Kendujhar,Odisha,21.035657,86.297851,12
756122,Kumbharia,Bhadrak,Odisha,20.918615,86.310770,5
756123,Andrai,Bhadrak,Odisha,21.059260,86.613200,8
756124,Albaga,Bhadrak,Odisha,21.071429,86.678569,6
756125,Adhuan,Bhadrak,Odisha,21.098933,86.770822,15
756126,Anandapur,Baleshwar,Odisha,21.196803,86.603729,12
756127,Ganjeibari,Bhadrak,Odisha,21.019295,86.593473,7
756128,Aharapada,Bhadrak,Odisha,21.021847,86.539103,3
756129,Amrutpur,Bhadrak,Odisha,20.926207,86.802737,13
756130,Bahabalpur,Bhadrak,Odisha,20.986389,86.660263,15
756131,Arjunbindha,Bhadrak,Odisha,20.945825,86.717475,17
756132,Chardia,Bhadrak,Odisha,20.867039,86.789707,16
756133,Baligaon,Bhadrak,Odisha,20.786105,86.751358,13
756134,Antara,Baleshwar,Odisha,21.193139,86.493862,7
756135,Badabarchikayan,Bhadrak,Odisha,21.129992,86.395480,7
756137,Fatepur,Bhadrak,Odisha,20.938914,86.524621,6
756138,Batula,Bhadrak,Odisha,20.820337,86.653402,6
756139,Bidyadharpur,Bhadrak,Odisha,20.935680,86.624377,3
756144,Apanda,Bhadrak,Odisha,21.142915,86.291632,3
756162,Nuagaon,Bhadrak,Odisha,21.168390,86.790715,3
756163,Bhuianwash,Bhadrak,Odisha,20.982408,86.583988,7
756164,Baincha,Bhadrak,Odisha,20.952147,86.860995,9
756165,Bachhipur,Bhadrak,Odisha,21.105247,86.697165,3
756166,Kalaspur,Baleshwar,Odisha,21.109138,86.618700,6
756167,Barunai,Bhadrak,Odisha,21.010475,86.630398,2
756168,Aruha,Bhadrak,Odisha,21.147060,86.699705,7
756171,Dosinga,Bhadrak,Odisha,20.853233,86.908375,6
756181,Bhadrak Bypass,Bhadrak,Odisha,21.043973,86.484278,9
756182,Aliha,Baleshwar,Odisha,21.227365,86.493130,5
757001,Baripada,Mayurbhanj,Odisha,21.933582,86.726582,10
757002,Belgadia,Mayurbhanj,Odisha,21.938056,86.726111,3
757003,Baghra Road,Mayurbhanj,Odisha,21.941388,86.740185,7
757014,Baghuasole,Mayurbhanj,Odisha,22.076483,86.768242,12
757016,Bachhuripal,Mayurbhanj,Odisha,21.772452,87.045902,8
757017,Bijipur,Mayurbhanj,Odisha,21.647498,86.828085,11
757018,Anua,Mayurbhanj,Odisha,21.842545,86.915939,19
757019,Atanati,Mayurbhanj,Odisha,21.695898,86.621020,11
757020,Badampur,Mayurbhanj,Odisha,21.801929,87.002596,14
757021,Anlakuda,Mayurbhanj,Odisha,22.066752,86.831984,8
757022,Baghra,Mayurbhanj,Odisha,22.017835,86.975287,11
757023,Badfera,Mayurbhanj,Odisha,21.927705,86.909625,13
757024,Bajratundi,Mayurbhanj,Odisha,21.861686,86.683001,12
757025,Agria,Mayurbhanj,Odisha,21.716838,86.812791,15
757026,B. Chhelia,Mayurbhanj,Odisha,21.713732,86.753802,13
757027,Sikidia,Mayurbhanj,Odisha,21.641363,86.729728,3
757028,Ambagadia,Mayurbhanj,Odisha,21.642083,86.933841,12
757029,Asanbani,Mayurbhanj,Odisha,21.833632,86.801009,13
757030,Ambapunja,Mayurbhanj,Odisha,22.065041,86.646603,17
757031,Bagjhumpa,Mayurbhanj,Odisha,22.216823,86.612918,7
