pincode,locality,district,state,lat,lng,office_count
414304,Dhotre BK,Ahmednagar,Maharashtra,19.110000,74.340000,11
414305,Chombhut,Ahmednagar,Maharashtra,19.050000,74.235000,6
414306,Devi Bhoyare,Ahmednagar,Maharashtra,18.920000,74.230000,7
414401,Babhulgaon Khalsa,Ahmednagar,Maharashtra,19.040000,75.250000,18
414402,Alsunde,Ahmednagar,Maharashtra,18.500000,75.660000,15
414403,Baradgaon Sudrik,Ahmednagar,Maharashtra,18.370000,75.020000,7
414501,Dhorjalgaon,Ahmednagar,Maharashtra,19.230000,74.930000,9
414502,Akhatwade,Ahmednagar,Maharashtra,19.160000,75.150000,24
414503,Chapadgaon,Ahmednagar,Maharashtra,19.320000,75.550000,7
414504,Gaikwad Jalgaon,Ahmednagar,Maharashtra,19.280000,74.969917,3
414505,Amarapur,Ahmednagar,Maharashtra,19.180000,73.110000,8
414601,Pimpalgaon Malvi,Ahmednagar,Maharashtra,19.245000,74.810000,4
414602,Kharwandi,Ahmednagar,Maharashtra,19.431667,74.905917,5
414603,Bhalgaon,Ahmednagar,Maharashtra,19.580270,75.012407,14
414604,Dedgaon,Ahmednagar,Maharashtra,19.425542,75.074232,8
414605,Bhende SK,Ahmednagar,Maharashtra,19.452083,75.041139,1
414606,Kauthe,Ahmednagar,Maharashtra,19.360000,74.920000,3
414607,Kangoni,Ahmednagar,Maharashtra,19.245000,74.640000,4
414609,Usthal Dumala,Ahmednagar,Maharashtra,19.484133,74.947954,2
414701,Ajnuj,Ahmednagar,Maharashtra,18.549528,74.581917,7
415001,Satara,Satara,Maharashtra,17.688194,74.006833,1
415002,Ambedare Bk,Satara,Maharashtra,17.691409,73.991694,21
415003,Khed,Satara,Maharashtra,17.690931,74.026895,3
415004,Chinchaner Vandan,Satara,Maharashtra,17.660921,74.046729,10
415010,Bhaktawadi,Satara,Maharashtra,17.728164,74.149241,6
415011,Ambavade S Wagholi,Satara,Maharashtra,17.779750,74.068199,13
415012,Alewadi,Satara,Maharashtra,17.840633,74.295597,14
415013,Ambawade,Satara,Maharashtra,17.691408,74.000931,12
415014,Ambale,Satara,Maharashtra,17.377036,73.901251,17
415015,Gove,Satara,Maharashtra,17.733701,73.984809,5
415019,Kameri,Satara,Maharashtra,17.590361,74.109516,3
415020,Dare Khurd,Satara,Maharashtra,17.789950,73.987650,9
415021,Ambawade S Koregaon,Satara,Maharashtra,17.741292,74.170444,7
415022,Bhanang,Satara,Maharashtra,17.730897,73.930998,8
415023,Nidhal,Satara,Maharashtra,17.679357,74.416505,2
415101,Chandoli,Kolhapur,Maharashtra,16.431083,74.141444,12
415102,Morale,Satara,Maharashtra,17.548288,74.458922,2
415103,Chikhalewadi,Satara,Maharashtra,17.245487,74.038825,15
415104,Dhondewadi,Satara,Maharashtra,17.402588,74.303206,2
415105,Govare,Satara,Maharashtra,17.710631,73.963609,8
415106,Antavadi,Satara,Maharashtra,17.402005,74.201920,12
415107,Nandgaon,Satara,Maharashtra,17.550738,74.297223,2
415108,Khubi,Satara,Maharashtra,17.186171,74.091181,6
415109,Belawade Haveli,Satara,Maharashtra,17.324784,74.157112,16
415110,Karad,Satara,Maharashtra,17.289056,74.180528,5
415111,Ghogaon,Satara,Maharashtra,17.286506,74.181419,12
415112,Ambavade KHD,Satara,Maharashtra,17.238008,73.945167,18
415114,Arewadi,Satara,Maharashtra,17.308086,74.139789,10
415115,Koparde Haveli,Satara,Maharashtra,17.302100,74.159583,5
415116,Arvi,Satara,Maharashtra,17.518231,74.207321,4
415122,Chachegaon,Satara,Maharashtra,18.116200,73.889210,3
415124,Bannawadi Colony,Satara,Maharashtra,17.305131,74.169457,12
415202,Pimploli,Ratnagiri,Maharashtra,17.932111,73.327180,4
415203,Amdave,Ratnagiri,Maharashtra,17.933050,73.225150,12
415205,Adul,Satara,Maharashtra,17.365100,73.982698,12
415206,Ambrag,Satara,Maharashtra,17.391494,73.901252,20
415207,Bopoli,Satara,Maharashtra,17.377033,73.901252,6
415208,Bankot,Ratnagiri,Maharashtra,17.978183,73.249994,8
415209,Divashi BK,Satara,Maharashtra,17.326975,74.026340,7
415211,Marali,Satara,Maharashtra,17.321245,73.955305,3
415212,Marul Haveli,Satara,Maharashtra,17.590361,74.453056,1
415213,Chimbhave,Raigad,Maharashtra,18.043240,73.294005,1
415214,Padve,Ratnagiri,Maharashtra,17.549050,73.281450,3
415301,Kautholi,Sangli,Maharashtra,17.420000,74.940000,6
415302,Bichud,Sangli,Maharashtra,17.102403,74.290000,4
415303,Ambak,Sangli,Maharashtra,17.210000,74.365000,8
415304,Nerli,Sangli,Maharashtra,17.290000,74.331353,6
415305,Amarapur,Sangli,Maharashtra,17.300000,74.400000,13
415306,Banpuri,Sangli,Maharashtra,17.358157,74.868093,6
415307,Balavadi,Sangli,Maharashtra,17.270000,74.715000,6
415308,Ghanand,Sangli,Maharashtra,17.395000,74.870000,6
415309,Bhood,Sangli,Maharashtra,17.260000,74.710000,6
415310,Bhendavade,Sangli,Maharashtra,17.260000,74.710000,6
415311,Ainwadi,Sangli,Maharashtra,17.274389,74.538611,23
415312,Pachvad,Satara,Maharashtra,17.461263,74.645278,3
415313,Tupari,Sangli,Maharashtra,16.615535,73.769595,2
415315,Awalai,Sangli,Maharashtra,17.465000,74.935000,3
415401,Dhagewadi,Sangli,Maharashtra,16.970000,74.205056,5
415402,Mangrul,Sangli,Maharashtra,17.004389,74.006278,2
415403,Itkare,Sangli,Maharashtra,17.276833,74.148750,4
415404,Tambave,Sangli,Maharashtra,17.198153,73.776306,2
415405,Charan,Sangli,Maharashtra,18.970000,73.145000,8
415406,Kalamwadi,Sangli,Maharashtra,17.090736,74.206014,2
415407,Manikwadi,Sangli,Maharashtra,17.030000,74.210000,6
415408,Antri Budruk,Sangli,Maharashtra,17.010000,74.110000,21
415409,Aitawade Khurd,Sangli,Maharashtra,17.020000,74.280000,7
415410,Bambavade,Sangli,Maharashtra,17.090000,74.140000,5
415411,Bahadurwadi,Sangli,Maharashtra,16.940000,74.290000,6
415412,Devwadi,Sangli,Maharashtra,16.900000,74.150000,5
415413,Masuchiwadi,Sangli,Maharashtra,17.027403,74.410917,2
415414,Sakharale,Sangli,Maharashtra,17.073264,74.283556,2
415415,Arala,Sangli,Maharashtra,18.970000,73.140000,5
415501,Bhose,Satara,Maharashtra,17.698331,74.165090,19
415502,Katgun,Satara,Maharashtra,17.665471,74.361673,5
415503,Kulakjai,Satara,Maharashtra,17.654441,74.367534,8
415504,Mol,Satara,Maharashtra,17.574894,74.162423,2
415505,Bhurkawadi,Satara,Maharashtra,17.654439,74.364795,6
415506,Ambawade,Satara,Maharashtra,17.628964,74.395023,10
415507,Banpuri,Satara,Maharashtra,17.539127,74.527731,9
415508,Andhali,Satara,Maharashtra,17.772776,74.547161,12
415509,Devapur,Satara,Maharashtra,17.671369,74.661811,12
415510,Gopuj,Satara,Maharashtra,17.532739,74.331056,5
415511,Ambheri,Satara,Maharashtra,17.654437,74.180947,11
415512,Goregaon Vangi,Satara,Maharashtra,17.457731,74.328900,8
415513,Asale,Satara,Maharashtra,17.847707,74.558210,6
415514,Bamnoli Tarf Kudal,Satara,Maharashtra,17.879723,74.590256,12
415515,Pande,Satara,Maharashtra,17.900950,73.961381,2
415516,Kavathe,Satara,Maharashtra,17.590361,74.453056,1
415517,Vele,Satara,Maharashtra,17.977474,73.987501,2
415518,Khojewadi,Satara,Maharashtra,17.691409,74.064546,5
415519,Atit,Satara,Maharashtra,17.556328,74.037350,12
415520,Chavanwadi,Satara,Maharashtra,17.419943,74.000946,10
415521,Andori,Satara,Maharashtra,18.072250,74.136750,16
415522,Hol,Satara,Maharashtra,17.679850,74.070450,3
415523,Andrud,Satara,Maharashtra,17.984457,74.436035,34
415524,Bichukale,Satara,Maharashtra,17.856813,74.147930,7
415525,Anapatwadi,Satara,Maharashtra,17.720070,74.144164,10
415526,Bhade,Satara,Maharashtra,18.115486,74.069299,4
415527,Ambheri,Satara,Maharashtra,17.604723,74.361672,7
415528,Kalaj,Satara,Maharashtra,18.013449,74.323888,6
415530,Jamb,Satara,Maharashtra,17.850750,73.999164,3
415536,Chandak,Satara,Maharashtra,17.767500,73.908150,3
415537,Adarki Khurd,Satara,Maharashtra,17.922222,74.218417,5
415538,Chitali,Satara,Maharashtra,17.654437,74.367536,6
415539,Agashivnagar,Satara,Maharashtra,17.286511,74.181415,9
415540,Gondavale KHD,Satara,Maharashtra,17.633234,74.616530,6
415601,Pophali,Ratnagiri,Maharashtra,17.435833,73.659250,1
415602,Kumbharli,Ratnagiri,Maharashtra,17.446993,73.636383,4
415603,Khadpoli,Ratnagiri,Maharashtra,17.579671,73.493938,4
415604,Adre,Ratnagiri,Maharashtra,17.533305,73.516695,16
415605,Chiplun,Ratnagiri,Maharashtra,17.533307,73.516694,20
415606,Agave,Ratnagiri,Maharashtra,17.533305,73.516695,11
415607,Kumbharkhani,Ratnagiri,Maharashtra,17.357050,73.588970,7
415608,Ambav,Ratnagiri,Maharashtra,17.297250,73.500000,13
415609,Chikhali,Ratnagiri,Maharashtra,17.272517,73.547507,4
415610,Antravali,Ratnagiri,Maharashtra,16.991960,73.294510,10
415611,Deole Ghera Prachitgad,Ratnagiri,Maharashtra,17.168200,73.546350,16
415612,Ratnagiri,Ratnagiri,Maharashtra,17.017790,73.274820,19
415613,Jambhari,Ratnagiri,Maharashtra,17.294100,73.292475,6
415614,Jaigad,Ratnagiri,Maharashtra,17.291417,73.218361,1
415615,Ganpatipule,Ratnagiri,Maharashtra,17.193400,73.276690,3
415616,Agave,Ratnagiri,Maharashtra,16.990223,73.312018,10
415617,Pirandavane,Ratnagiri,Maharashtra,17.086400,73.351000,3
415619,Charveli,Ratnagiri,Maharashtra,17.017150,73.413900,6
415620,Chafe,Ratnagiri,Maharashtra,17.171350,73.397300,17
415621,Kalamani Budruk,Ratnagiri,Maharashtra,17.728500,73.456900,5
415626,Dorle,Ratnagiri,Maharashtra,16.784200,73.360810,4
415628,Bhom,Ratnagiri,Maharashtra,17.361900,73.760960,14
415629,Basani,Ratnagiri,Maharashtra,17.363149,73.468639,4
415634,Anjanvel,Ratnagiri,Maharashtra,17.546307,73.158771,2
415637,Kolambe,Ratnagiri,Maharashtra,17.126637,73.452634,6
415639,Bhoke,Ratnagiri,Maharashtra,17.020250,73.330197,10
415640,Chinchavali,Ratnagiri,Maharashtra,17.837170,73.403950,6
415641,Ambitgaon,Ratnagiri,Maharashtra,16.555950,73.412020,13
415643,Argaon,Ratnagiri,Maharashtra,16.763472,73.582778,11
415701,Bamnoli,Ratnagiri,Maharashtra,17.477816,73.447000,11
415702,Gimvi,Ratnagiri,Maharashtra,17.477472,73.357600,9
415703,Are,Ratnagiri,Maharashtra,17.482894,73.192479,10
415705,Adur,Ratnagiri,Maharashtra,17.542194,73.173361,1
415706,Oni navase,Ratnagiri,Maharashtra,17.593150,73.162450,3
415708,Asgani,Ratnagiri,Maharashtra,17.652900,73.469789,4
415709,Alsure,Ratnagiri,Maharashtra,17.719559,73.396807,27
415710,Dayal,Ratnagiri,Maharashtra,17.728450,73.314600,3
415711,Asond,Ratnagiri,Maharashtra,17.993290,73.311310,11
415712,Agarwaingani,Ratnagiri,Maharashtra,17.763050,73.198700,28
415713,Asud,Ratnagiri,Maharashtra,17.753117,73.188057,5
415714,Ade,Ratnagiri,Maharashtra,17.860650,73.152350,5
415715,Bijghar,Ratnagiri,Maharashtra,17.719559,73.554167,7
415716,Jamage,Ratnagiri,Maharashtra,17.753121,73.188056,7
415717,Kelshi,Ratnagiri,Maharashtra,17.918333,73.063694,1
415718,Choravane,Ratnagiri,Maharashtra,17.586850,73.661350,9
415719,Karul,Ratnagiri,Maharashtra,17.549050,73.281450,7
415720,Karanjgaon,Ratnagiri,Maharashtra,17.729200,73.161970,2
415722,Avashi,Ratnagiri,Maharashtra,17.719558,73.396807,6
415724,Chikhali,Ratnagiri,Maharashtra,17.482892,73.258811,12
415726,Asore,Ratnagiri,Maharashtra,17.357050,73.354300,9
415727,Bahiravali,Ratnagiri,Maharashtra,17.621400,73.351000,7
415728,Chindravale,Ratnagiri,Maharashtra,17.338150,73.247620,6
415729,Sakhari Agar,Ratnagiri,Maharashtra,17.659014,73.133276,2
415730,Astan,Ratnagiri,Maharashtra,17.336260,74.033930,9
415801,Bhadkamba,Ratnagiri,Maharashtra,16.976640,73.731500,8
415802,Adavali,Ratnagiri,Maharashtra,16.892325,73.590682,4
415803,Anjanari,Ratnagiri,Maharashtra,17.013950,73.506650,13
415804,Ambav,Ratnagiri,Maharashtra,17.093620,73.657900,29
415805,Dale,Ratnagiri,Maharashtra,16.627944,73.394118,3
415806,Ambolgad,Ratnagiri,Maharashtra,16.645357,73.438842,2
415807,Chafavali,Ratnagiri,Maharashtra,17.336260,74.033930,3
416001,Are,Kolhapur,Maharashtra,16.421028,74.141014,13
416002,Bhendegalli,Kolhapur,Maharashtra,16.701500,74.229444,4
416003,Kolhapur,Kolhapur,Maharashtra,16.431083,74.141444,1
416004,Ujalaiwadi,Kolhapur,Maharashtra,16.405833,74.152917,2
416005,Herla,Kolhapur,Maharashtra,16.705181,74.260639,4
416006,Kasba Bavada,Kolhapur,Maharashtra,16.734167,74.244444,1
416007,Kalamba,Kolhapur,Maharashtra,16.661194,74.209083,1
416008,Pratibhanagar,Kolhapur,Maharashtra,16.689583,74.245056,3
416010,Balinge,Kolhapur,Maharashtra,16.692417,74.197444,6
416011,Bahireshwar,Kolhapur,Maharashtra,16.673547,74.202566,5
416012,Kolhapur City,Kolhapur,Maharashtra,16.688083,74.218194,5
416013,Girgaon,Kolhapur,Maharashtra,16.431083,74.141444,3
416101,Chipri,Kolhapur,Maharashtra,16.779194,74.550667,10
416102,Dharangutti,Kolhapur,Maharashtra,16.726667,74.544806,3
416103,Ghalwad,Kolhapur,Maharashtra,16.737611,74.602778,6
416104,Alas,Kolhapur,Maharashtra,16.695806,74.600222,4
416105,Kavatheguland,Kolhapur,Maharashtra,16.431083,74.141444,3
416106,Akiwat,Kolhapur,Maharashtra,16.431083,74.141444,7
416107,Danwad,Kolhapur,Maharashtra,16.588556,74.579472,3
416108,Khidrapur,Kolhapur,Maharashtra,16.614194,74.621972,4
416109,Alate,Kolhapur,Maharashtra,16.444306,74.253750,6
416110,Khochi,Kolhapur,Maharashtra,16.809194,74.421306,4
416111,Kavathesar,Kolhapur,Maharashtra,20.411400,76.199070,2
416112,Ambap,Kolhapur,Maharashtra,16.431083,74.141444,12
416113,Jakhale,Kolhapur,Maharashtra,16.645542,74.170722,5
416114,Arale,Kolhapur,Maharashtra,16.867778,74.187278,7
416115,Ichalkaranji,Kolhapur,Maharashtra,16.685278,74.451917,5
416116,Ganganagar Ichalkaranji,Kolhapur,Maharashtra,16.280611,74.442111,1
416118,Atigre,Kolhapur,Maharashtra,16.725917,74.357306,5
416119,Chinchwad,Kolhapur,Maharashtra,16.431083,74.141444,4
416120,Arjunwad,Kolhapur,Maharashtra,16.752389,74.594694,3
416121,Jambhali,Kolhapur,Maharashtra,16.707778,74.478083,6
416122,Jatharwadi,Kolhapur,Maharashtra,16.762250,74.265861,7
416138,Chandur,Kolhapur,Maharashtra,16.703000,74.442000,5
416143,Lat,Kolhapur,Maharashtra,16.619167,74.485278,4
416144,Akiwate Industrial Estate,Kolhapur,Maharashtra,16.771250,74.570222,1
416146,Yadrav,Kolhapur,Maharashtra,16.726306,74.484333,2
416201,Ambavade,Kolhapur,Maharashtra,16.806861,74.111306,3
416202,Halsawade,Kolhapur,Maharashtra,16.656917,74.367167,5
416203,Randivewadi,Kolhapur,Maharashtra,16.625000,74.397917,3
416204,Amshi Dumala,Kolhapur,Maharashtra,16.690472,74.117833,7
416205,Bajar Bhogaon,Kolhapur,Maharashtra,16.431083,74.141444,22
416206,Asandoli,Kolhapur,Maharashtra,16.544944,73.829889,11
416207,Chuye,Kolhapur,Maharashtra,16.572225,74.204753,8
416208,Arjunwada,Kolhapur,Maharashtra,16.431056,74.137639,10
416209,Barve,Kolhapur,Maharashtra,16.315667,74.137444,18
416210,Adoli,Kolhapur,Maharashtra,16.216944,74.072222,14
416211,Awali BK,Kolhapur,Maharashtra,16.530861,74.108750,15
416212,Akanur,Kolhapur,Maharashtra,16.243639,73.594583,12
416213,Awali,Kolhapur,Maharashtra,16.871361,74.041139,15
416214,Akurle,Kolhapur,Maharashtra,16.910361,74.045667,12
416215,Ambarde,Kolhapur,Maharashtra,21.431083,76.119083,8
416216,Gorambe,Kolhapur,Maharashtra,16.576556,74.314556,12
416218,Baleghol,Kolhapur,Maharashtra,16.335056,74.283111,11
416219,Karanjivane,Kolhapur,Maharashtra,16.398194,74.190500,8
416220,Aralgundi,Kolhapur,Maharashtra,16.245194,74.251833,13
416221,Bachani,Kolhapur,Maharashtra,17.025972,74.369556,7
416223,Bhativade,Kolhapur,Maharashtra,16.329028,74.128667,7
416229,Bhuye,Kolhapur,Maharashtra,16.431083,74.141444,11
416230,Bandiwade,Kolhapur,Maharashtra,16.778444,74.051583,10
416231,Panori,Kolhapur,Maharashtra,16.360250,74.012806,2
416232,Bamani,Kolhapur,Maharashtra,16.542639,74.256778,5
416234,Kaneri,Kolhapur,Maharashtra,16.382944,74.168889,3
416235,Anur,Kolhapur,Maharashtra,16.425417,74.299417,12
416236,Talandage,Kolhapur,Maharashtra,16.431083,74.141444,3
416301,Bavachi,Sangli,Maharashtra,16.950000,74.400333,8
416302,Bhadkimbe,Sangli,Maharashtra,16.855000,74.510931,6
416303,Audumbar,Sangli,Maharashtra,16.980000,74.469736,4
416304,Bisur,Sangli,Maharashtra,16.905861,74.600722,3
416305,Digraj Kasaba Agri School,Sangli,Maharashtra,16.885000,74.537417,2
416306,Kanchanpur,Sangli,Maharashtra,16.937556,74.645000,4
416307,Kavathe Ekand,Sangli,Maharashtra,16.985028,74.621278,1
416308,Amnapur,Sangli,Maharashtra,17.087681,74.450000,7
416309,Balavadi,Sangli,Maharashtra,17.100000,74.450000,3
416310,Andhali,Sangli,Maharashtra,17.092292,74.463972,6
416311,Anjani,Sangli,Maharashtra,17.130000,74.732375,10
416312,Arawade,Sangli,Maharashtra,17.040000,74.610000,22
416313,Junekhed,Sangli,Maharashtra,16.490000,74.230000,3
416314,Hatnoli,Sangli,Maharashtra,17.034806,74.620000,5
416315,Malwadi,Sangli,Maharashtra,16.958008,74.514167,2
416316,Ankalkhop,Sangli,Maharashtra,17.000361,74.453472,1
416401,Khatav,Sangli,Maharashtra,16.927403,74.620917,4
416402,Ankale,Sangli,Maharashtra,16.440000,73.840000,6
416403,Agalgaon,Sangli,Maharashtra,17.140000,74.970000,11
416404,Antral,Sangli,Maharashtra,17.050000,75.214125,22
416405,Dhalewadi,Sangli,Maharashtra,17.050000,74.870000,14
416406,Madhavnagar,Sangli,Maharashtra,16.886417,74.588806,1
416407,Dongarwadi,Sangli,Maharashtra,16.869278,74.715472,3
416408,Gavan,Sangli,Maharashtra,17.026597,74.684861,4
416409,Narwad,Sangli,Maharashtra,16.783389,74.671486,2
416410,Miraj,Sangli,Maharashtra,16.834444,74.642234,7
416411,Agran Dhulgaon,Sangli,Maharashtra,16.990000,74.965000,4
416412,Ankalagi,Sangli,Maharashtra,17.060000,75.520000,9
416413,Balgaon,Sangli,Maharashtra,17.270000,75.600000,11
416414,Banewadi,Sangli,Maharashtra,16.860000,74.740000,17
416415,Ankali,Sangli,Maharashtra,16.815000,74.570000,14
416416,Sangli,Sangli,Maharashtra,16.853904,74.579026,8
416417,Kavathe Piran,Sangli,Maharashtra,16.879389,74.463250,1
416418,Kognoli,Sangli,Maharashtra,16.891861,74.909139,3
416419,Alkud,Sangli,Maharashtra,16.660000,74.550000,6
416420,Bhose,Sangli,Maharashtra,16.810000,74.610000,3
416436,Bamnoli,Sangli,Maharashtra,16.870000,74.620000,4
416437,Subhashnagar,Sangli,Maharashtra,17.034806,74.601833,1
416501,Hanimnal,Kolhapur,Maharashtra,16.243222,74.388861,7
416502,Atyal,Kolhapur,Maharashtra,16.223944,74.353172,13
416503,Batkangale,Kolhapur,Maharashtra,16.431083,74.141444,12
416504,Arjunwadi,Kolhapur,Maharashtra,16.057556,74.323472,8
416505,Bhadvan,Kolhapur,Maharashtra,16.120472,74.210028,11
416506,Basarge BK,Kolhapur,Maharashtra,16.167222,74.467583,12
416507,Basarge,Kolhapur,Maharashtra,15.903333,74.327500,15
416508,Hosur,Kolhapur,Maharashtra,15.988528,74.379806,10
416509,Adkur,Kolhapur,Maharashtra,15.943500,74.185806,15
416510,Sawantwadi,Sindhudurg,Maharashtra,15.910806,73.823083,1
416511,Bhalaval,Sindhudurg,Maharashtra,15.836194,73.891380,19
416512,Ayee,Sindhudurg,Maharashtra,15.697356,74.009856,14
416513,Talavane,Sindhudurg,Maharashtra,15.745769,73.732185,2
416514,Aros,Sindhudurg,Maharashtra,15.794267,73.812140,8
416515,Tulas,Sindhudurg,Maharashtra,15.855972,73.690222,1
416516,Adeli,Sindhudurg,Maharashtra,15.880709,73.652500,13
416517,Redi,Sindhudurg,Maharashtra,15.745825,73.673053,1
416518,Ajgaon,Sindhudurg,Maharashtra,15.824795,73.700850,15
416519,Akeri,Sindhudurg,Maharashtra,16.015284,73.808684,17
416520,Andurla,Sindhudurg,Maharashtra,15.991022,73.696506,22
416521,Avalegaon,Sindhudurg,Maharashtra,16.131547,73.767722,7
416522,Khavane,Sindhudurg,Maharashtra,15.938782,73.545990,5
416523,Bhogave,Sindhudurg,Maharashtra,15.977939,73.502840,4
416524,Chendavan,Sindhudurg,Maharashtra,16.002472,73.582768,3
416525,Nerur,Sindhudurg,Maharashtra,16.017819,73.631607,2
416526,Ainapur,Kolhapur,Maharashtra,16.431083,74.141444,5
416527,Tillarinagar,Kolhapur,Maharashtra,15.810333,74.197333,1
416528,Pinguli,Sindhudurg,Maharashtra,15.983739,73.693923,2
416529,Hodavade,Sindhudurg,Maharashtra,15.857636,73.728488,4
416531,Karivade,Sindhudurg,Maharashtra,15.994610,73.934806,6
416534,Gavrai,Sindhudurg,Maharashtra,16.102266,73.636293,4
416549,Ghotagewadi,Sindhudurg,Maharashtra,15.758056,74.061870,5
416550,Amboli,Sindhudurg,Maharashtra,15.910806,73.958600,5
416551,Jarali,Kolhapur,Maharashtra,16.212889,74.429583,5
416552,Ambewadi,Kolhapur,Maharashtra,15.912500,74.296583,5
416601,Belnekhurd,Sindhudurg,Maharashtra,16.386004,73.736055,11
416602,Asrondi,Sindhudurg,Maharashtra,16.279652,73.667320,23
416603,Bordave,Sindhudurg,Maharashtra,16.162073,73.637015,8
416604,Chafekhol,Sindhudurg,Maharashtra,16.085056,73.586565,9
416605,Amberi,Sindhudurg,Maharashtra,16.036455,73.502392,11
416606,Malvan,Sindhudurg,Maharashtra,16.057806,73.467250,1
416608,Bandivade,Sindhudurg,Maharashtra,16.170954,73.540336,11
416609,Bhirvande,Sindhudurg,Maharashtra,16.254553,73.813535,7
416610,Asalda,Sindhudurg,Maharashtra,16.376875,73.590513,6
416611,Are,Sindhudurg,Maharashtra,16.344109,73.495091,9
416612,Dabhole,Sindhudurg,Maharashtra,16.378083,73.410083,7
416613,Baparde,Sindhudurg,Maharashtra,16.409840,73.414625,4
416614,Adavli,Sindhudurg,Maharashtra,16.218694,73.482375,10
416615,Tambaldeg,Sindhudurg,Maharashtra,16.298799,73.412625,2
416616,Budhavale,Sindhudurg,Maharashtra,16.256061,73.569180,9
416620,Shirval,Sindhudurg,Maharashtra,16.224144,73.758895,3
416623,Mond,Sindhudurg,Maharashtra,16.414806,73.453472,1
416626,Kolamb,Sindhudurg,Maharashtra,16.097922,73.458703,5
416628,Kunde,Sindhudurg,Maharashtra,16.175389,73.721300,3
416630,Dahibav,Sindhudurg,Maharashtra,16.282009,73.451661,5
416632,Bharni,Sindhudurg,Maharashtra,16.175500,73.857806,5
416701,Bapere,Ratnagiri,Maharashtra,16.861950,73.549005,25
416702,Angale,Ratnagiri,Maharashtra,16.656046,73.517770,39
416703,Korla,Sindhudurg,Maharashtra,16.538790,73.620806,7
416704,Ajiwali,Ratnagiri,Maharashtra,16.688780,73.517771,23
416705,Gothane Doniwade,Ratnagiri,Maharashtra,16.705550,73.596000,8
416707,Kasheli,Ratnagiri,Maharashtra,16.548513,73.680824,4
416709,Katali Sagave,Ratnagiri,Maharashtra,16.138469,73.765450,2
416712,Asage,Ratnagiri,Maharashtra,16.900650,73.524915,20
416713,Dasur,Ratnagiri,Maharashtra,16.752777,73.450350,6
416801,Gavane,Sindhudurg,Maharashtra,16.441795,73.627430,8
416803,Mutat,Sindhudurg,Maharashtra,16.493833,73.478028,1
